id,age,region,industry,company_size,acquisition_channel,visits_30d,emails_opened_30d,avg_session_min,support_tickets_90d,last_purchase_days,orders_12m,total_spend_12m,converted,cluster
968,34.0,West,Finance,11-50,partner,7,1,3.7,1,0,5,661.9,0,1
969,65.0,South,Finance,1-10,web,4,2,3.83,1,18,5,681.7,0,1
970,19.0,South,Education,51-200,events,4,5,7.83,0,37,5,1124.6,0,2
971,33.0,Midwest,E-commerce,51-200,partner,6,1,6.79,1,3,2,745.99,0,1
972,39.0,West,Education,1-10,events,6,0,5.81,0,115,1,675.83,0,0
973,42.0,South,E-commerce,11-50,events,10,2,7.51,1,214,0,619.32,0,0
974,42.0,Midwest,Education,201-1000,referral,9,3,6.59,0,6,3,711.26,1,2
975,25.0,Northeast,E-commerce,51-200,web,9,6,6.74,0,9,1,799.62,1,2
976,29.0,Northeast,Education,11-50,partner,11,4,5.83,1,330,3,708.02,0,0
977,22.0,South,Education,51-200,ads,8,2,,0,181,0,416.19,0,0
978,47.0,West,E-commerce,11-50,web,7,2,10.22,1,66,3,223.57,0,1
979,36.0,South,Finance,201-1000,referral,14,5,9.58,1,11,2,1001.23,1,2
980,47.0,Northeast,Healthcare,1000+,events,7,1,10.0,0,81,1,529.2,0,0
981,48.0,West,E-commerce,1000+,referral,10,4,5.31,3,79,3,842.43,0,2
982,54.0,Midwest,Finance,11-50,referral,8,2,5.0,2,16,2,359.16,0,1
983,46.0,West,Manufacturing,11-50,partner,7,6,5.59,3,129,2,973.41,0,2
984,51.0,Midwest,SaaS,1-10,partner,6,7,8.86,5,47,3,1097.47,0,2
985,48.0,South,Manufacturing,11-50,referral,9,6,6.5,3,80,4,607.44,0,2
986,,West,Manufacturing,11-50,events,4,5,5.3,2,41,2,551.63,0,1
987,50.0,Midwest,Finance,51-200,ads,10,4,7.3,3,113,0,805.96,1,2
988,34.0,South,Finance,1-10,web,3,4,4.88,1,49,1,504.92,0,1
989,30.0,West,Healthcare,1000+,referral,9,3,3.52,3,17,1,677.64,0,2
990,58.0,Northeast,SaaS,1-10,events,5,5,6.78,1,99,3,912.9,0,0
991,35.0,Northeast,Finance,1-10,web,10,5,5.36,2,109,1,521.03,1,2
992,46.0,South,Education,201-1000,web,8,1,6.47,2,20,1,222.65,0,1
993,28.0,Midwest,E-commerce,201-1000,partner,8,4,0.59,3,46,4,644.27,1,2
994,40.0,Northeast,Education,11-50,ads,6,0,4.54,2,283,4,717.07,0,0
995,,South,Education,51-200,referral,6,2,6.4,0,79,1,593.23,0,1
996,50.0,South,Education,11-50,ads,8,1,3.16,0,165,5,1111.83,0,0
997,45.0,Midwest,Healthcare,1-10,web,9,2,3.24,1,299,1,862.63,0,0
998,36.0,Midwest,Healthcare,51-200,referral,3,6,6.59,0,58,2,764.8,0,2
999,68.0,West,Healthcare,11-50,referral,16,2,8.04,1,31,2,855.71,1,2
1000,44.0,South,Manufacturing,51-200,ads,7,4,4.54,0,151,2,967.74,0,0
1001,60.0,West,Manufacturing,11-50,partner,16,0,5.92,0,38,2,506.47,1,1
1002,56.0,Midwest,Healthcare,51-200,events,8,4,5.97,0,12,0,741.23,0,1
1003,47.0,West,Manufacturing,201-1000,web,3,4,3.06,0,52,2,938.27,1,1
1004,64.0,South,Finance,1-10,referral,5,2,9.1,1,163,3,1113.03,0,0
1005,24.0,Northeast,Healthcare,1-10,referral,8,1,6.1,1,2,3,754.38,0,2
1006,65.0,West,SaaS,11-50,ads,5,3,6.12,3,119,1,495.79,0,1
1007,62.0,South,Finance,201-1000,ads,9,4,7.32,1,2,6,638.17,0,1
1008,44.0,Northeast,Finance,51-200,events,10,1,3.07,1,125,1,309.69,0,1
1009,56.0,Northeast,Manufacturing,201-1000,events,8,4,8.52,1,27,3,420.89,0,1
1010,,South,Education,11-50,partner,8,5,8.81,2,124,4,547.74,0,0
1011,31.0,Northeast,SaaS,11-50,web,9,3,6.81,2,16,0,213.89,0,1
1012,59.0,Midwest,Finance,51-200,web,6,5,7.52,0,41,5,458.91,0,1
1013,30.0,Northeast,Education,11-50,events,10,5,5.78,1,36,2,398.36,0,2
1014,34.0,Midwest,Healthcare,201-1000,events,4,3,8.4,1,120,0,1244.92,0,0
1015,45.0,Midwest,Healthcare,1-10,referral,7,6,4.69,2,48,7,735.17,1,2
1016,61.0,South,Education,11-50,web,10,0,6.43,3,58,1,601.4,0,1
1017,37.0,Midwest,Finance,51-200,partner,6,4,6.56,2,38,0,235.81,0,1
1018,,Northeast,Education,51-200,ads,9,3,6.41,1,124,4,1234.86,0,2
1019,20.0,South,Healthcare,51-200,events,7,7,8.85,2,1,5,743.83,1,2
1020,24.0,Midwest,E-commerce,11-50,ads,3,1,,1,115,6,1132.36,0,0
1021,20.0,South,Finance,1000+,partner,14,4,6.26,1,39,2,517.1,0,2
1022,21.0,Northeast,Manufacturing,201-1000,partner,8,2,7.53,2,17,0,825.82,1,2
1023,63.0,Northeast,Finance,201-1000,web,6,2,4.73,2,87,3,611.17,1,1
1024,61.0,Midwest,Education,51-200,web,7,2,8.77,2,37,2,498.91,1,1
1025,60.0,Midwest,SaaS,51-200,partner,4,1,5.36,2,49,4,836.28,0,1
1026,20.0,Midwest,Manufacturing,51-200,web,9,3,13.42,1,13,3,1109.31,0,2
1027,22.0,West,E-commerce,11-50,referral,8,0,2.82,0,41,2,413.28,0,1
1028,32.0,Midwest,Manufacturing,11-50,partner,11,3,11.22,1,129,4,626.45,0,0
1029,47.0,South,Healthcare,51-200,referral,7,6,8.68,2,17,3,563.01,0,2
1030,35.0,South,Manufacturing,1-10,web,11,6,4.03,0,21,3,825.43,0,2
1031,43.0,Northeast,Manufacturing,1-10,web,13,4,11.6,1,57,1,322.23,1,2
1032,26.0,South,Education,201-1000,ads,6,3,4.46,1,51,2,161.14,0,1
1033,56.0,Midwest,Manufacturing,1-10,partner,9,5,5.81,1,48,1,278.77,0,1
1034,34.0,Midwest,Finance,51-200,partner,5,1,3.65,1,50,2,415.8,0,1
1035,21.0,Northeast,Manufacturing,51-200,events,7,5,6.18,2,59,1,557.63,1,2
1036,56.0,West,E-commerce,1-10,partner,10,4,6.38,4,56,2,804.29,1,2
1037,64.0,West,SaaS,201-1000,partner,5,1,8.33,3,109,3,498.01,0,1
1038,18.0,Northeast,Finance,1-10,referral,8,3,11.86,1,173,3,728.5,0,0
1039,40.0,South,Education,201-1000,referral,7,2,5.37,1,44,2,537.91,1,1
1040,61.0,West,Education,201-1000,referral,10,2,0.5,0,3,0,848.89,1,1
1041,54.0,Midwest,Finance,11-50,web,11,3,7.93,0,12,1,699.86,0,2
1042,62.0,West,Finance,1-10,events,14,4,5.29,3,132,3,1078.7,0,2
1043,39.0,South,Finance,11-50,referral,3,4,10.5,0,78,3,693.48,0,0
1044,37.0,West,Manufacturing,11-50,ads,11,3,6.42,0,57,2,238.62,0,1
1045,54.0,West,Manufacturing,11-50,referral,6,8,4.83,0,4,3,239.32,0,1
1046,25.0,Northeast,,1000+,web,10,3,4.27,1,143,3,629.81,0,0
1047,30.0,Midwest,Finance,11-50,events,6,3,7.87,0,126,3,806.51,0,0
1048,49.0,South,Healthcare,201-1000,referral,12,3,5.89,0,137,2,237.56,0,0
1049,52.0,Northeast,Education,1-10,web,11,4,9.73,1,10,0,703.72,0,2
1050,24.0,Midwest,Finance,1000+,referral,9,1,6.04,1,112,3,530.26,0,0
1051,44.0,West,Manufacturing,11-50,web,7,3,9.61,0,68,1,590.88,0,1
1052,36.0,Northeast,Healthcare,11-50,events,7,4,3.46,0,33,2,633.9,0,2
1053,44.0,Midwest,Education,51-200,web,8,0,2.68,2,44,3,387.61,0,1
1054,67.0,West,SaaS,1-10,referral,2,2,8.32,3,6,5,614.81,1,1
1055,21.0,Midwest,Manufacturing,201-1000,referral,9,2,5.48,2,90,3,798.88,0,2
1056,69.0,South,SaaS,11-50,web,10,3,5.92,1,168,4,737.81,0,0
1057,41.0,West,Healthcare,51-200,web,8,3,4.27,1,184,3,465.0,0,0
1058,58.0,South,Manufacturing,51-200,ads,9,5,4.11,1,12,1,700.73,0,1
1059,40.0,Northeast,Manufacturing,51-200,referral,7,3,7.9,1,64,1,957.16,0,2
1060,34.0,Northeast,Healthcare,1-10,web,4,3,6.46,2,34,3,221.57,0,1
1061,58.0,West,Healthcare,1-10,referral,10,4,4.17,0,44,1,560.04,1,1
1062,53.0,Midwest,SaaS,1-10,referral,8,2,8.24,1,7,0,704.51,1,1
1063,25.0,South,Manufacturing,11-50,ads,5,0,9.08,0,202,2,199.37,0,0
1064,54.0,Northeast,SaaS,1-10,events,12,1,6.26,0,11,3,420.13,1,1
1065,57.0,Midwest,SaaS,1000+,referral,5,4,8.71,0,26,2,319.41,1,1
1066,38.0,West,Healthcare,51-200,partner,2,2,4.3,0,16,4,599.78,0,1
1067,66.0,South,SaaS,51-200,partner,3,2,7.77,1,14,1,297.81,1,1
1068,51.0,West,SaaS,11-50,web,10,3,6.86,1,113,2,646.22,0,0
1069,35.0,Midwest,Finance,11-50,ads,11,8,4.76,3,44,1,390.7,0,2
1070,18.0,South,Education,51-200,ads,7,1,11.02,1,153,1,1006.18,0,0
1071,,West,E-commerce,11-50,ads,13,1,7.01,1,25,1,1091.05,0,2
1072,28.0,Midwest,Education,11-50,web,10,2,5.2,1,4,3,573.53,0,2
1073,,Midwest,,51-200,ads,9,3,6.54,4,17,1,932.91,1,2
1074,45.0,West,E-commerce,51-200,web,5,5,4.59,1,56,2,651.21,0,1
1075,42.0,Midwest,,1000+,events,8,4,3.95,1,38,4,436.82,0,1
1076,26.0,South,Finance,11-50,ads,7,2,5.51,1,86,0,505.88,0,1
1077,54.0,West,Education,51-200,web,10,9,5.66,0,15,6,561.85,0,2
1078,26.0,Northeast,SaaS,1-10,ads,13,1,4.73,0,15,4,795.66,0,2
1079,39.0,Midwest,E-commerce,11-50,events,9,8,9.25,1,26,1,377.85,1,2
1080,61.0,Northeast,E-commerce,201-1000,partner,9,4,4.82,1,26,2,750.33,1,1
1081,65.0,Midwest,Healthcare,1-10,referral,10,4,4.45,3,40,2,0.0,0,1
1082,69.0,Northeast,Manufacturing,51-200,events,3,4,3.89,1,9,1,426.89,0,1
1083,67.0,South,Education,11-50,web,6,4,3.68,2,88,1,597.51,0,1
1084,46.0,Northeast,Finance,1-10,referral,11,5,8.76,1,47,3,861.34,1,2
1085,28.0,South,Finance,1000+,web,10,4,7.07,3,10,2,730.48,0,2
1086,61.0,Midwest,Manufacturing,11-50,events,10,2,8.02,1,78,2,714.08,0,1
1087,59.0,Midwest,Healthcare,201-1000,partner,7,4,8.74,2,45,5,820.01,0,2
1088,69.0,Midwest,E-commerce,11-50,ads,12,3,5.77,1,54,3,1129.89,0,2
1089,51.0,South,SaaS,1000+,partner,6,4,9.74,1,80,2,642.08,0,0
1090,25.0,South,E-commerce,11-50,referral,9,4,5.12,0,143,2,428.32,0,0
1091,44.0,Midwest,Finance,11-50,web,8,5,4.09,2,9,1,621.39,1,2
1092,41.0,West,Healthcare,201-1000,events,6,2,7.32,0,174,2,406.04,0,0
1093,61.0,South,Healthcare,11-50,events,6,4,6.82,0,5,4,781.58,0,1
1094,38.0,Northeast,Healthcare,11-50,web,7,2,6.81,3,65,4,258.12,0,1
1095,35.0,West,Manufacturing,1000+,web,7,8,8.73,0,9,1,794.63,1,2
1096,22.0,Midwest,Manufacturing,51-200,ads,10,2,6.73,0,39,1,670.57,0,2
1097,61.0,Northeast,SaaS,51-200,web,5,3,7.19,1,104,3,526.87,0,1
1098,,South,SaaS,51-200,partner,9,2,9.49,1,152,2,579.15,0,0
1099,20.0,Northeast,E-commerce,201-1000,events,10,4,7.09,3,19,4,1003.99,1,2
1100,40.0,Midwest,Manufacturing,201-1000,referral,15,4,7.59,2,131,1,221.33,0,0
1101,42.0,South,Healthcare,51-200,referral,10,2,3.38,0,92,0,446.26,0,1
1102,,Northeast,Manufacturing,11-50,events,6,1,14.68,0,4,3,531.64,1,1
1103,65.0,West,Finance,1-10,referral,8,2,3.0,3,82,2,604.91,0,1
1104,25.0,West,Finance,51-200,referral,7,4,5.31,0,105,3,1473.33,0,2
1105,33.0,South,E-commerce,201-1000,web,7,4,5.25,1,15,3,308.92,0,1
1106,27.0,South,Healthcare,51-200,events,8,3,11.14,0,57,2,616.36,0,2
1107,30.0,South,SaaS,1-10,events,7,3,5.18,0,212,3,364.84,0,0
1108,65.0,West,Finance,11-50,web,6,1,7.47,3,14,2,301.11,0,1
1109,66.0,Midwest,E-commerce,51-200,events,5,3,5.26,3,64,0,563.0,0,1
1110,20.0,Northeast,E-commerce,201-1000,web,8,6,4.21,0,17,0,503.12,1,2
1111,50.0,South,SaaS,1-10,web,5,2,7.75,0,50,2,1072.08,0,1
1112,30.0,South,Education,51-200,referral,6,3,4.92,1,38,3,813.39,1,2
1113,28.0,Northeast,Manufacturing,201-1000,ads,10,5,6.96,1,56,2,622.92,0,2
1114,33.0,South,Healthcare,1000+,events,6,2,7.88,4,145,2,818.6,0,0
1115,28.0,Northeast,Finance,1-10,partner,4,7,10.69,0,71,4,778.09,0,2
1116,43.0,West,Manufacturing,1000+,web,8,5,3.72,2,103,2,429.5,0,1
1117,69.0,Midwest,Finance,51-200,ads,10,5,6.16,2,82,3,555.5,1,1
1118,48.0,Northeast,Finance,201-1000,events,13,3,6.25,2,57,0,255.73,0,1
1119,55.0,Northeast,Healthcare,1-10,partner,9,5,6.5,1,35,3,766.92,1,2
1120,43.0,Midwest,Finance,51-200,referral,11,5,12.15,2,83,3,749.52,0,2
1121,18.0,Midwest,Finance,51-200,web,8,1,6.12,3,78,1,1026.55,0,2
1122,,Northeast,Education,11-50,ads,4,3,0.95,0,57,2,524.56,0,1
1123,31.0,Midwest,Finance,11-50,ads,8,0,6.06,1,124,5,429.72,0,0
1124,30.0,Northeast,Finance,51-200,referral,12,2,6.24,0,209,1,579.5,0,0
1125,61.0,Midwest,SaaS,51-200,web,7,2,5.97,0,219,4,877.44,0,0
1126,61.0,Midwest,Manufacturing,1-10,web,8,3,4.92,1,163,1,569.65,0,0
1127,62.0,Midwest,Manufacturing,11-50,ads,6,2,3.59,1,15,1,509.35,0,1
1128,51.0,Midwest,E-commerce,11-50,events,8,0,11.25,0,129,1,935.43,0,0
1129,46.0,Northeast,E-commerce,1000+,ads,8,3,7.2,1,55,2,748.22,0,2
1130,51.0,Northeast,Manufacturing,1000+,ads,11,2,6.08,0,19,2,606.78,0,1
1131,39.0,Northeast,E-commerce,11-50,events,10,4,11.18,0,10,3,860.52,0,2
1132,,South,Education,1-10,partner,8,3,4.59,0,180,0,127.64,0,0
1133,59.0,West,Education,11-50,partner,6,2,7.83,1,34,4,442.79,0,1
1134,57.0,West,Manufacturing,51-200,ads,10,5,3.75,1,222,1,827.42,0,0
1135,49.0,South,SaaS,201-1000,partner,8,3,8.15,1,55,3,713.47,0,2
1136,21.0,South,Healthcare,51-200,ads,6,6,4.0,3,46,2,311.37,1,2
1137,55.0,Midwest,Finance,1-10,partner,5,2,7.54,0,101,2,428.46,0,1
1138,37.0,West,Manufacturing,1-10,partner,3,1,10.8,1,145,1,719.15,0,0
1139,56.0,West,E-commerce,11-50,partner,9,7,6.71,2,5,2,1135.71,0,2
1140,46.0,West,E-commerce,201-1000,events,5,7,1.68,4,18,3,647.4,1,2
1141,,West,E-commerce,51-200,referral,12,2,6.58,2,57,3,266.99,0,1
1142,35.0,Midwest,Education,51-200,partner,8,2,7.56,3,21,3,988.66,0,2
1143,66.0,West,Manufacturing,11-50,web,7,1,8.48,1,7,0,543.37,1,1
1144,61.0,West,SaaS,1000+,ads,7,3,9.74,2,27,2,738.11,0,1
1145,35.0,Midwest,E-commerce,11-50,events,6,1,9.85,2,11,3,791.31,0,2
1146,43.0,West,E-commerce,201-1000,partner,4,0,6.21,1,35,4,767.33,1,1
1147,45.0,Northeast,Manufacturing,201-1000,referral,11,0,5.05,2,48,4,629.08,0,1
1148,57.0,West,Healthcare,51-200,partner,5,1,4.04,1,251,4,439.61,0,0
1149,53.0,West,E-commerce,201-1000,referral,16,4,5.31,0,96,2,881.8,0,2
1150,62.0,Northeast,E-commerce,11-50,ads,8,5,7.55,2,136,2,1006.68,0,0
1151,37.0,South,Finance,51-200,referral,5,7,3.53,1,43,4,364.23,0,1
1152,44.0,Northeast,Healthcare,1-10,partner,12,2,4.46,1,130,3,1005.15,0,0
1153,40.0,West,SaaS,51-200,web,5,3,7.74,0,91,1,381.31,0,1
1154,65.0,West,Education,11-50,ads,8,3,5.08,0,81,1,567.05,0,1
1155,33.0,South,Healthcare,1-10,events,6,4,7.31,2,9,4,1114.25,1,2
1156,48.0,West,E-commerce,1-10,partner,6,2,4.71,0,4,3,461.27,0,1
1157,24.0,Northeast,Education,11-50,ads,9,2,7.13,1,138,0,515.85,0,0
1158,62.0,Midwest,Education,51-200,events,8,4,4.8,1,51,2,436.5,0,1
1159,37.0,Midwest,SaaS,51-200,web,8,4,2.32,2,6,4,605.19,0,2
1160,35.0,Northeast,SaaS,11-50,events,11,4,8.6,1,61,5,827.69,0,2
1161,48.0,Midwest,SaaS,1000+,referral,5,3,4.97,0,55,1,440.68,0,1
1162,43.0,Midwest,Education,1000+,events,10,3,,2,5,2,828.31,1,2
1163,62.0,Midwest,Finance,1-10,events,8,2,4.98,1,20,1,438.97,0,1
1164,,Midwest,Education,11-50,partner,8,4,7.7,1,22,2,750.13,1,2
1165,44.0,West,Finance,51-200,partner,6,2,7.23,0,19,3,483.31,0,1
1166,23.0,Midwest,Healthcare,201-1000,partner,10,2,7.69,1,41,4,929.13,1,2
1167,19.0,West,Finance,11-50,referral,10,3,5.29,1,45,1,594.66,0,2
1168,38.0,Midwest,Education,201-1000,web,6,0,6.39,2,33,2,794.07,0,1
1169,69.0,Midwest,Healthcare,1-10,referral,5,3,7.42,2,9,3,1220.11,0,2
1170,65.0,South,Manufacturing,11-50,ads,9,5,9.9,0,52,2,255.94,0,1
1171,50.0,Midwest,Manufacturing,201-1000,partner,8,2,7.17,1,161,2,239.44,0,0
1172,50.0,Midwest,Education,51-200,referral,9,5,4.29,0,29,3,1075.9,0,2
1173,,South,Manufacturing,201-1000,ads,8,3,7.09,2,2,3,612.82,1,2
1174,27.0,Northeast,Healthcare,1-10,web,6,3,6.14,1,2,4,637.76,0,2
1175,18.0,Midwest,SaaS,1-10,web,6,3,2.1,3,126,1,403.8,0,1
1176,35.0,South,Healthcare,1-10,events,9,3,2.44,0,148,4,1132.29,0,0
1177,34.0,Midwest,Education,1-10,events,15,5,6.35,1,66,3,424.68,0,2
1178,27.0,West,Education,1-10,events,10,4,6.54,0,123,2,678.5,0,0
1179,31.0,Midwest,Healthcare,51-200,referral,6,4,5.85,0,128,2,264.24,0,0
1180,19.0,West,E-commerce,51-200,ads,6,4,8.45,3,6,0,345.37,0,2
1181,49.0,West,Healthcare,51-200,partner,7,3,4.44,2,41,3,355.98,0,1
1182,66.0,West,Education,11-50,referral,12,3,3.45,2,59,2,706.33,0,1
1183,53.0,West,SaaS,1-10,partner,7,3,4.68,2,98,1,395.64,0,1
1184,41.0,Northeast,E-commerce,51-200,partner,11,0,5.16,3,153,1,415.35,0,0
1185,39.0,South,E-commerce,1-10,ads,8,1,6.37,4,25,4,364.5,0,1
1186,33.0,Northeast,Education,201-1000,ads,9,3,4.75,2,20,1,430.97,0,1
1187,25.0,West,Healthcare,1-10,referral,9,5,1.79,1,15,1,340.18,0,2
1188,49.0,South,SaaS,51-200,events,9,6,0.85,3,51,2,841.29,0,2
1189,47.0,Midwest,E-commerce,201-1000,events,11,6,6.77,4,76,2,752.47,0,2
1190,18.0,West,SaaS,51-200,events,7,4,4.02,1,52,0,153.44,0,1
1191,39.0,Northeast,Healthcare,51-200,partner,9,1,2.09,1,167,2,424.31,0,0
1192,32.0,South,Manufacturing,51-200,referral,7,1,7.87,1,95,3,627.67,1,0
1193,26.0,South,,1-10,partner,8,2,9.9,2,16,2,633.89,1,2
1194,54.0,Northeast,Manufacturing,51-200,referral,4,7,6.29,0,168,2,404.26,0,0
1195,45.0,South,Education,201-1000,events,10,5,7.09,1,153,2,946.26,0,0
1196,50.0,West,Manufacturing,1000+,referral,12,2,7.11,3,61,3,403.38,1,1
1197,55.0,Northeast,E-commerce,11-50,ads,10,1,,2,5,3,433.61,0,1
1198,69.0,South,Manufacturing,11-50,web,7,2,8.46,1,44,2,381.27,0,1
1199,59.0,Midwest,E-commerce,201-1000,web,10,3,9.23,1,15,1,906.39,0,2
1200,50.0,South,Healthcare,51-200,referral,7,2,10.54,1,12,2,989.31,0,2
1201,63.0,Northeast,Education,11-50,ads,6,3,5.54,2,6,7,690.76,1,1
1202,42.0,West,E-commerce,1-10,web,11,1,4.0,0,10,4,906.62,0,2
1203,69.0,West,E-commerce,1-10,events,5,4,9.49,1,21,4,460.96,0,1
1204,57.0,Northeast,SaaS,51-200,web,3,4,7.6,3,17,1,887.16,1,1
1205,51.0,Midwest,SaaS,1-10,events,9,3,8.42,1,218,3,300.06,0,0
1206,64.0,South,Finance,1-10,referral,10,4,5.08,1,30,4,1091.17,0,2
1207,44.0,South,Manufacturing,1-10,referral,13,2,7.1,1,15,1,379.76,1,1
1208,55.0,Midwest,E-commerce,1000+,web,12,3,4.18,3,31,1,814.53,0,2
1209,32.0,Northeast,Healthcare,1-10,events,8,0,6.49,3,69,1,1102.44,0,2
1210,68.0,Northeast,Manufacturing,1-10,partner,5,2,5.73,1,88,1,660.5,0,1
1211,50.0,West,Education,51-200,web,12,0,11.66,1,21,0,582.98,0,1
1212,58.0,Midwest,SaaS,11-50,web,11,5,7.71,0,3,1,969.36,1,2
1213,41.0,West,Finance,1000+,partner,13,2,1.77,0,16,2,199.89,0,1
1214,63.0,South,SaaS,1000+,events,4,1,6.5,1,45,3,232.21,0,1
1215,21.0,West,E-commerce,11-50,web,7,4,7.31,1,137,2,616.88,1,0
1216,23.0,Northeast,E-commerce,11-50,referral,9,3,5.46,3,6,2,601.49,0,2
1217,44.0,Northeast,Finance,11-50,ads,7,2,4.07,0,22,1,650.8,0,1
1218,56.0,West,E-commerce,1-10,web,12,2,7.95,0,28,5,1001.75,0,2
1219,60.0,West,E-commerce,11-50,referral,4,0,4.38,1,7,4,593.82,0,1
1220,40.0,Midwest,E-commerce,1-10,web,9,2,7.77,2,0,1,463.56,0,1
1221,51.0,Midwest,Healthcare,1-10,ads,7,3,4.2,3,175,0,713.98,0,0
1222,46.0,Midwest,Finance,51-200,partner,7,5,5.33,0,249,4,282.76,0,0
1223,67.0,Midwest,Healthcare,1-10,ads,12,6,8.6,1,20,2,493.73,0,2
1224,52.0,Northeast,E-commerce,1-10,referral,13,3,7.58,2,95,3,438.54,0,2
1225,39.0,West,Finance,51-200,ads,7,1,6.57,0,12,2,540.88,0,1
1226,68.0,Midwest,Finance,11-50,ads,9,2,6.43,0,181,2,348.55,0,0
1227,23.0,South,SaaS,1-10,web,9,4,6.7,1,230,2,810.0,0,0
1228,69.0,Northeast,Manufacturing,1-10,web,8,3,,2,16,1,637.81,0,1
1229,26.0,Northeast,Manufacturing,1-10,web,5,3,3.16,1,61,2,807.99,0,2
1230,32.0,South,Finance,11-50,events,8,2,7.75,1,101,1,859.58,0,0
1231,60.0,Midwest,Finance,201-1000,partner,11,8,9.87,0,8,1,423.63,0,2
1232,56.0,South,Education,1000+,web,12,2,7.83,0,241,3,934.68,0,0
1233,68.0,Northeast,Healthcare,11-50,referral,10,5,7.06,3,2,2,567.24,1,1
1234,56.0,West,Healthcare,11-50,ads,10,1,3.84,2,84,2,644.23,0,1
1235,51.0,South,Healthcare,201-1000,web,8,3,8.43,1,148,3,370.4,0,0
1236,,West,SaaS,51-200,events,6,6,7.56,2,58,2,801.17,1,2
1237,18.0,Northeast,,1-10,events,4,3,8.17,1,273,2,797.16,0,0
1238,24.0,Midwest,E-commerce,1-10,referral,4,5,8.77,2,74,2,667.87,0,2
1239,33.0,Midwest,E-commerce,11-50,web,10,2,9.99,0,12,2,516.22,0,2
1240,20.0,South,Manufacturing,51-200,referral,3,1,4.05,2,229,2,1374.96,0,0
1241,44.0,Midwest,Finance,1-10,ads,10,0,3.66,1,6,5,0.0,0,1
1242,58.0,Northeast,Finance,11-50,events,7,1,6.83,0,0,2,456.07,0,1
1243,68.0,Midwest,E-commerce,11-50,referral,8,2,4.47,3,34,2,302.34,0,1
1244,43.0,Midwest,E-commerce,11-50,referral,11,3,4.09,1,16,1,322.96,0,1
1245,63.0,Midwest,Education,51-200,referral,6,3,9.18,0,11,3,381.84,0,1
1246,69.0,Northeast,Healthcare,51-200,web,7,1,4.28,1,28,7,339.34,0,1
1247,62.0,Midwest,SaaS,51-200,web,9,2,6.48,0,43,1,1132.37,1,2
1248,42.0,South,Manufacturing,11-50,ads,8,3,2.91,1,156,1,132.18,0,0
1249,34.0,Midwest,Healthcare,1-10,partner,9,4,6.64,1,99,2,620.87,0,2
1250,68.0,Midwest,Education,201-1000,web,3,6,9.1,1,90,2,622.15,0,1
1251,30.0,South,Healthcare,51-200,referral,7,6,9.17,1,92,2,447.25,0,2
1252,39.0,West,Finance,1-10,events,7,2,8.8,2,66,3,730.61,0,2
1253,21.0,Midwest,,11-50,events,10,1,6.33,1,12,1,452.35,0,2
1254,59.0,South,Manufacturing,201-1000,partner,9,3,8.95,2,37,1,115.46,0,1
1255,51.0,West,E-commerce,201-1000,ads,2,4,7.45,2,65,4,756.78,0,1
1256,22.0,South,Education,201-1000,ads,5,5,5.53,0,10,1,1134.38,0,2
1257,29.0,West,Manufacturing,51-200,referral,6,4,7.34,0,141,3,525.47,0,0
1258,46.0,West,Finance,11-50,referral,7,7,8.45,3,116,2,381.37,1,2
1259,46.0,Northeast,SaaS,11-50,referral,7,4,3.58,1,142,3,765.81,0,0
1260,59.0,Midwest,E-commerce,1-10,partner,8,1,4.17,1,17,1,395.0,0,1
1261,31.0,South,E-commerce,51-200,partner,8,3,6.18,0,124,2,516.25,0,0
1262,66.0,West,SaaS,51-200,partner,9,1,,2,10,3,816.8,0,1
1263,41.0,Midwest,Education,1-10,partner,5,3,,1,129,1,504.24,0,0
1264,60.0,Northeast,Manufacturing,201-1000,web,8,2,5.57,2,147,1,284.95,0,1
1265,30.0,South,Finance,11-50,partner,10,0,8.68,1,53,1,345.3,0,1
1266,19.0,Northeast,Finance,1-10,events,6,0,8.64,0,76,2,989.46,0,0
1267,20.0,South,Education,11-50,partner,10,5,7.21,2,188,0,843.51,0,0
1268,37.0,South,Healthcare,201-1000,ads,9,3,6.9,0,164,2,433.61,0,0
1269,67.0,South,Healthcare,1000+,referral,12,1,11.09,0,36,1,185.42,1,1
1270,20.0,West,Finance,51-200,partner,9,4,5.31,1,42,8,570.62,0,2
1271,37.0,South,E-commerce,1000+,ads,5,1,7.03,0,73,4,785.7,0,0
1272,23.0,South,,201-1000,referral,11,4,5.2,3,140,1,915.03,1,2
1273,66.0,South,Finance,201-1000,ads,12,6,3.67,0,51,2,940.64,0,2
1274,53.0,West,Education,201-1000,web,7,4,9.11,2,9,1,496.63,1,1
1275,57.0,West,SaaS,11-50,events,8,4,5.83,0,19,2,1161.65,0,2
1276,55.0,Northeast,E-commerce,201-1000,partner,12,4,8.03,2,11,1,607.73,1,2
1277,52.0,South,E-commerce,51-200,referral,10,3,5.96,1,102,2,557.44,0,0
1278,58.0,Northeast,Education,201-1000,partner,5,2,9.24,0,20,2,264.19,1,1
1279,18.0,West,Finance,1-10,web,10,7,4.31,2,0,1,596.44,1,2
1280,63.0,South,Finance,201-1000,referral,6,3,9.06,0,83,1,212.35,0,1
1281,56.0,Midwest,Finance,1000+,partner,2,3,8.47,0,18,3,834.26,0,1
1282,56.0,Northeast,E-commerce,11-50,web,5,3,2.55,4,140,4,868.16,0,1
